time,pattern,strategy,traffic,active_replicas,p95_latency,p99_latency,cpu_usage
1,ramp-up,Round-Robin,116,0,22.750983143100118,22.750983143100118,"[4.174477715005402, 3.746278188533422, 3.817706181843853, 3.9139529450562076, 3.9455843341385606, 3.783464128545676, 3.783683089217667, 3.8101047753923356, 3.917889022040287, 3.876656971375697]"
2,ramp-up,Round-Robin,113,5,22.774211999855545,22.774211999855545,"[5.394301132071808, 5.008501848671692, 4.827676248085945, 5.069378683443905, 5.229224348467085, 5.100606157183032, 4.792898978732015, 4.781930793139747, 4.87802060792623, 4.934629255337134]"
3,ramp-up,Round-Robin,166,10,23.167475403869826,23.167475403869826,"[6.800262628290175, 6.556456900865412, 6.705999522932052, 7.190574388940528, 6.780015331128563, 7.007826367403966, 6.76320287154395, 6.992608929217532, 6.49439818767397, 6.752474099744735]"
4,ramp-up,Round-Robin,133,10,22.965599053693367,22.965599053693367,"[7.219534886374663, 7.514565886352085, 7.187512282047138, 7.60462678699524, 7.286450938211096, 7.804814348794292, 7.240699327793896, 7.354488351863706, 7.1569785413621, 7.220053680364062]"
5,ramp-up,Round-Robin,179,10,22.120061748757493,22.120061748757493,"[8.486433012272501, 8.538880249582688, 8.836707829281462, 9.259516194562874, 8.815114857237765, 9.31390160770626, 8.515872674302697, 8.591379129277382, 8.339349575994948, 8.361700322308021]"
6,ramp-up,Round-Robin,219,10,24.254498016096058,24.254498016096058,"[10.146705531766539, 10.527388447416065, 10.806515895221011, 10.672435916658694, 10.758553498661865, 10.692204215676352, 10.219302239986481, 10.320919773103757, 10.060566902806052, 10.326505529777261]"
7,ramp-up,Round-Robin,186,10,24.19709644698793,24.19709644698793,"[11.164176236192574, 10.836917351987108, 11.267747951702114, 10.822194474222654, 11.44853293601486, 11.345214707670598, 10.796763641247322, 10.873542710570753, 10.797550785658716, 10.598241937835477]"
8,ramp-up,Round-Robin,212,10,24.00865730222844,24.00865730222844,"[11.631674649004664, 11.413766366954052, 11.795864572630785, 11.426243785276764, 12.290450845310982, 12.316469348977527, 11.430830554418094, 11.964256376353626, 11.988134022471552, 11.978890975978214]"
9,ramp-up,Round-Robin,260,10,24.759148988542186,24.759148988542186,"[13.739049938555103, 13.039980447206231, 13.621862273330736, 13.46368235581151, 14.255965264047564, 13.952824507040399, 13.060228673991013, 13.687575218073288, 13.723492439757928, 13.911976776526874]"
10,ramp-up,Round-Robin,280,10,25.224409170689086,25.224409170689086,"[15.325110486986448, 14.375370209629695, 15.056664515319616, 14.951535352150758, 15.484972955620634, 15.20719931253841, 14.765489906199491, 14.757640627843266, 15.464955166124671, 15.144024685189866]"
11,ramp-up,Round-Robin,239,10,25.071349024039147,25.071349024039147,"[15.061194721687315, 14.752946220071735, 15.653553276232284, 15.599362657831211, 16.040957924162736, 15.194934281617744, 14.738688628487196, 14.643982365806849, 15.382459037623676, 15.470363714327465]"
12,ramp-up,Round-Robin,275,10,25.079955000289537,25.079955000289537,"[15.797571217799177, 16.279463451355998, 16.380262335765778, 16.637681484449555, 16.294568668531824, 16.3883805412492, 15.465540747115895, 15.526142640097937, 16.337973604415662, 16.817740622893787]"
13,ramp-up,Round-Robin,309,10,25.73447315671961,25.73447315671961,"[17.4867313611341, 17.551492470022712, 17.377190627632494, 17.791015310320187, 16.98970979185586, 17.360983247453994, 16.855529835398706, 16.544047494259104, 17.896407281104437, 17.542998650634132]"
14,ramp-up,Round-Robin,284,10,25.404255006143664,25.404255006143664,"[17.816748817768815, 18.018520943218718, 18.241219090968755, 18.0969135313008, 17.84722823098212, 18.35821514957765, 17.022046893086415, 17.569172617592933, 18.514316009332646, 18.426714338454648]"
15,ramp-up,Round-Robin,295,10,25.789565208406103,25.789565208406103,"[18.12998113409323, 18.923474559330096, 18.64851459272166, 18.31594969458209, 18.2795755819436, 18.318287980049508, 17.68305250896804, 18.40251953866517, 18.66049037909506, 19.18074720117431]"
16,ramp-up,Round-Robin,314,10,26.022550919617235,26.022550919617235,"[19.374640861817188, 19.087538946616228, 18.821141388824707, 19.158611598023775, 18.697608894881828, 19.232882143251903, 19.278478637095567, 18.72890582668181, 19.86175906023054, 19.352678943927724]"
17,ramp-up,Round-Robin,329,10,26.224038062587056,26.224038062587056,"[19.59154024885413, 20.419943094153584, 20.280989047414995, 19.831966868222388, 20.121732373254183, 20.563783956077522, 19.47289859013631, 19.14492679471882, 20.60670258425681, 19.635995740497997]"
18,ramp-up,Round-Robin,369,10,25.927164080138763,25.927164080138763,"[20.81198424836083, 21.02035255023864, 21.88204634176554, 20.562738625056475, 21.89922157773595, 22.363453217764658, 20.57500528464993, 21.436918038116588, 21.829886533404682, 21.058130197920278]"
19,ramp-up,Round-Robin,405,10,26.633734964745923,26.633734964745923,"[22.060043025382267, 22.137267491735585, 23.389101461785323, 23.23264083738534, 24.116435079437053, 23.517433729876455, 22.512436599122744, 22.886171984875574, 23.05133779518274, 23.517665714037093]"
20,ramp-up,Round-Robin,411,10,27.06993058555276,27.06993058555276,"[23.380875312077276, 23.292242446725233, 24.60427265079879, 24.558275191729564, 24.7785499834227, 24.13421241919083, 23.282999605146458, 24.87436938861412, 23.62272156547398, 24.357590727058046]"
21,ramp-up,Round-Robin,406,10,26.829518680828933,26.829518680828933,"[24.353946336814943, 23.685653717393137, 25.51198162200884, 25.193850966368935, 24.727908069052734, 24.69927179826196, 24.03856713110413, 25.723122653184255, 24.235393211035266, 25.253161358625462]"
22,ramp-up,Round-Robin,451,10,26.753042283294505,26.753042283294505,"[26.020831046840655, 25.24254914958277, 27.7487881830005, 25.988464924876524, 25.841181612503338, 26.073125855089714, 26.431231831460856, 27.544039044708022, 25.09615343872185, 27.353520486045234]"
23,ramp-up,Round-Robin,415,10,27.464619776721413,27.464619776721413,"[27.195306487608114, 25.255842334012385, 28.525711788785692, 26.244896500026286, 25.986439526970333, 26.96888281530357, 26.347746189506793, 28.060881005398272, 26.092078275866104, 27.982282559619247]"
24,ramp-up,Round-Robin,485,10,27.879851796103843,27.879851796103843,"[28.943342528521676, 27.94181786479632, 30.008951029340274, 27.234216466952567, 28.84768979974558, 28.467409387689948, 28.564942472795813, 29.455564720709187, 27.27009496126047, 28.368427548883936]"
25,ramp-up,Round-Robin,480,10,27.53664343890997,27.53664343890997,"[29.683043713090537, 29.0653058987345, 31.21586325118733, 27.855156675063803, 28.98215487420384, 30.014650908263526, 28.69787872496579, 30.082937440454295, 28.174321529939977, 29.527761290211245]"
26,ramp-up,Round-Robin,498,10,27.832936604480857,27.832936604480857,"[30.22797397150154, 30.859866715310297, 31.55723488367389, 29.77648363487539, 30.961510350402392, 31.136833876986383, 29.61095727077392, 30.954569270028657, 30.026971290673004, 29.91567992555973]"
27,ramp-up,Round-Robin,476,10,28.515347525948098,28.515347525948098,"[30.97567742258962, 30.21851602249731, 31.90378569943673, 30.038487834059893, 32.07405504034662, 31.33758016087708, 29.745820591826146, 31.640623391638286, 30.445003443097338, 30.050100554333547]"
28,ramp-up,Round-Robin,510,10,28.800338954633034,28.800338954633034,"[32.376892918328224, 32.25557986471577, 32.318414454461085, 30.690729964161406, 32.87395751906425, 32.42547416109275, 30.92176406108517, 32.90214837057127, 31.49483287985546, 31.24721277463058]"
29,ramp-up,Round-Robin,532,10,29.276948706327595,29.276948706327595,"[34.11168264173208, 33.93434795416637, 33.424249105148505, 31.12323825475808, 32.84539600830708, 32.94011343681273, 32.00007030272049, 32.949676565777374, 33.468193006332086, 31.690774153771226]"
30,ramp-up,Round-Robin,554,10,29.438189993434573,29.438189993434573,"[35.04081971995767, 35.25875870987398, 35.253848153461135, 33.18558129319889, 34.93767195969775, 33.06126079392448, 34.08833391323559, 35.06100689079101, 34.67189736465378, 33.70360555671212]"
31,ramp-up,Round-Robin,559,10,29.00086643776315,29.00086643776315,"[36.30383504152718, 36.91780511166672, 36.3743823451155, 33.299167518272995, 36.16458604549306, 34.55354194323558, 34.02363973523341, 34.94445270862653, 35.81943678158184, 35.26287141862698]"
32,ramp-up,Round-Robin,558,10,30.152826285370537,30.152826285370537,"[37.47734280764577, 37.37336031298053, 36.74284866530325, 35.13846616719326, 36.72373006793672, 35.9417039356302, 33.86149939952365, 36.37931498044432, 35.4874495491252, 36.38870107148527]"
33,ramp-up,Round-Robin,592,10,29.76257343124617,29.76257343124617,"[39.18976638502752, 38.317847097956, 36.86231176778178, 37.39734144670891, 37.6227602336552, 37.45718431695538, 35.68946361545011, 36.42284681217271, 36.36277498246494, 38.247739787641095]"
34,ramp-up,Round-Robin,614,10,30.1935634881164,30.1935634881164,"[38.868508084712715, 38.077976910136634, 38.3927359879193, 38.64847031676773, 38.949583272208315, 38.426272531256544, 36.528955191332, 38.771123623554146, 37.9579476915723, 38.40389996235575]"
35,ramp-up,Round-Robin,623,10,30.13341783428881,30.13341783428881,"[40.81685027373699, 37.896083931473605, 40.2391283763478, 40.319720513595314, 39.28037457108343, 38.744559068203024, 38.96006439368446, 39.13577661790712, 38.21262790084219, 39.36890692643382]"
36,ramp-up,Round-Robin,667,10,30.179259016160525,30.179259016160525,"[40.63413764241164, 39.77181050401623, 40.48766589930617, 42.83726248451292, 39.91897755956106, 40.286155403626395, 39.93779878991289, 41.501513764753994, 40.009033283350824, 39.66931589955149]"
37,ramp-up,Round-Robin,662,10,31.106152805257096,31.106152805257096,"[41.79568982718213, 41.893927382261396, 41.16790855110568, 43.115488181836746, 42.020844765718564, 40.908740654504705, 41.610147161685745, 42.30757328823536, 41.19591128798045, 42.11226736555155]"
38,ramp-up,Round-Robin,683,10,31.282332088260556,31.282332088260556,"[42.908233461576756, 41.92662938693865, 41.53537395052531, 44.84458895140217, 42.57636313103791, 42.77388730662419, 44.00212618685538, 44.23300900122573, 42.600430264775675, 44.11749676970368]"
39,ramp-up,Round-Robin,705,10,31.74129377002521,31.74129377002521,"[45.5212751916378, 42.193434207640856, 43.6826401268496, 44.227430622147565, 43.539398386612376, 44.36715749284531, 43.743705474351565, 45.4901208580407, 42.786378606738666, 44.592771585309485]"
40,ramp-up,Round-Robin,683,10,31.46400976681952,31.46400976681952,"[45.730430650929506, 43.36683481794606, 45.09500055871912, 44.407388798510844, 43.80615189300794, 44.56449689588499, 43.40526555325793, 44.948293901983895, 42.30074135353844, 45.37195123030242]"
41,ramp-up,Round-Robin,694,10,31.7720233240106,31.7720233240106,"[45.47688102797376, 43.12600074582653, 44.17294320843147, 44.09653545191013, 44.81415964191346, 45.71074777920935, 44.10400277051476, 44.140197043690364, 44.14819527356491, 44.41452189884088]"
42,ramp-up,Round-Robin,721,10,30.093606756391683,30.093606756391683,"[46.61864865990661, 44.62859211566237, 46.2327742306992, 44.34200077289939, 45.16811163208329, 46.82511840138038, 46.20090625085766, 46.6573067312654, 45.97982210816666, 44.242951298637685]"
43,ramp-up,Round-Robin,750,10,32.1669278599066,32.1669278599066,"[48.88035698690797, 46.397069202301736, 47.24488391945046, 47.25248085159443, 47.63848987144815, 46.42301293254517, 47.52320510066914, 47.986074883482324, 47.08805041889214, 45.27999061020862]"
44,ramp-up,Round-Robin,782,10,32.423980940063274,32.423980940063274,"[49.89554581846498, 47.66125988497475, 49.36168184571793, 48.138863834768, 49.659987963761694, 47.37835611548743, 49.01037291671536, 49.10538733292548, 48.657588194864985, 48.43217849108166]"
45,ramp-up,Round-Robin,748,10,32.722440913502915,32.722440913502915,"[48.674475708548314, 49.30473408931089, 49.703126940382276, 49.44547481956492, 49.038369355998995, 49.00322674059856, 50.70520343676401, 48.066342830588866, 48.50481205599169, 50.08872752759399]"
46,ramp-up,Round-Robin,797,10,32.82519520268962,32.82519520268962,"[51.298131146479136, 51.986243991214344, 51.40834807856227, 51.72368735824434, 49.28330602117544, 51.054104461021055, 50.38243005306551, 49.251482174323264, 49.2483095873991, 51.072838662886056]"
47,ramp-up,Round-Robin,775,10,33.20689741563447,33.20689741563447,"[52.85249792630835, 52.70207706493745, 50.72334617626984, 52.36695209264439, 51.22939033270585, 51.19476517468053, 50.62043520099973, 49.05243966602492, 51.1663801744384, 52.715828958839936]"
48,ramp-up,Round-Robin,819,10,31.90681041119878,31.90681041119878,"[53.09531499571759, 51.81354473168864, 50.84858851889853, 54.00532915425008, 52.26098783554127, 53.13755758863658, 51.75288242009795, 49.45629791709746, 51.40010710309298, 52.61251975091177]"
49,ramp-up,Round-Robin,854,10,33.58445748426613,33.58445748426613,"[53.08965648470888, 53.86632102468086, 53.29133747421209, 55.821952943059955, 54.12983849567036, 55.14352264591015, 54.55991492516203, 50.881741486082944, 53.34881701514001, 52.99102911752253]"
50,ramp-up,Round-Robin,872,10,34.61570284700976,34.61570284700976,"[55.1292449096134, 55.778546204936575, 54.5286385997174, 55.059019154782554, 54.00049210171132, 55.44961224620208, 54.67247457231673, 53.65083576179474, 54.639133950861364, 55.24057174792306]"
51,ramp-up,Round-Robin,851,10,34.23182844133889,34.23182844133889,"[57.242627564560514, 55.878384154436944, 54.423025825875996, 55.665894174049754, 54.589880748809364, 56.154396450350696, 55.59152562465776, 55.54411017639305, 54.19486458807606, 55.44307384402187]"
52,ramp-up,Round-Robin,881,10,34.34641598347809,34.34641598347809,"[57.9489328162925, 55.10879327378028, 55.714354114072705, 57.49702797480751, 54.24207495887508, 55.78349826805169, 55.715902908110216, 56.07378381118954, 54.04443161183626, 56.503493616168655]"
53,ramp-up,Round-Robin,885,10,35.00094230934754,35.00094230934754,"[58.82830064455031, 56.94859909428642, 55.38656245431409, 58.342524862681806, 56.38201774036207, 55.1139742905668, 55.21248956008593, 58.073214500465575, 54.77564651316754, 55.931395271416235]"
54,ramp-up,Round-Robin,914,10,34.7638697815982,34.7638697815982,"[59.70724832877606, 56.58235542978517, 57.40859777605559, 60.17915184642429, 58.25266982413248, 55.3579211851113, 56.54033981582015, 60.54286236306328, 57.422726007741815, 56.43976808932267]"
55,ramp-up,Round-Robin,954,10,36.253805263262514,36.253805263262514,"[59.04711473542602, 60.24538164472595, 59.9487949967612, 63.06583347076257, 60.262789531256914, 58.714410588161975, 58.03547884011568, 60.46438807565282, 58.889977416090794, 57.75781646465347]"
56,ramp-up,Round-Robin,950,10,37.3734959802711,37.3734959802711,"[62.049265398301486, 62.88891676973526, 62.38004824805873, 62.78568956822843, 61.85148383131671, 61.338186629262985, 61.019948552800074, 60.653206264198104, 59.994978645308535, 60.41286963775086]"
57,ramp-up,Round-Robin,944,10,36.02839691718719,36.02839691718719,"[63.559488782912226, 64.48234502238385, 60.84947198084589, 63.062143951852505, 60.68936913503418, 60.57377606155575, 62.615357976535265, 62.94308862356662, 59.32490848146144, 61.81721647707558]"
58,ramp-up,Round-Robin,985,10,35.92668116264777,35.92668116264777,"[62.424154913586236, 66.59198521880893, 62.311723000928254, 64.41501358255793, 60.38621931025979, 60.84560395139596, 62.483729313289416, 64.7745293034639, 61.15412536147983, 63.59036360476584]"
59,ramp-up,Round-Robin,994,10,38.10716633866322,38.10716633866322,"[63.66656630560204, 67.94863133891003, 63.992304584125755, 64.02129113682741, 63.220215142707126, 61.46525633371034, 62.75147834581563, 66.46786804081117, 64.5183747578511, 64.48898463841616]"
0,ramp-up,Least-CPU,119,0,22.322346410286848,22.322346410286848,"[2.5955619798908653, 2.0290036581982926, 1.9465170615901157, 1.774948615647215, 1.6383432101538788, 1.36474977327511, 1.370997235732148, 1.0877480413160565, 1.0375858094972799, 0.8844605089373386]"
1,ramp-up,Least-CPU,116,0,22.47249237485347,22.506375246262046,"[2.6234968035911908, 2.341245780480452, 2.507206104296886, 2.4608823897226486, 2.5901516645719993, 2.5538963929327894, 2.378944572772589, 2.5460630693229165, 2.864224333911472, 2.784451639681983]"
2,ramp-up,Least-CPU,113,0,21.793338456237315,21.793338456237315,"[2.9175513374939746, 3.796147149631035, 3.5552251854317376, 3.6250134379154053, 3.119362742455574, 3.0926781883827488, 3.7947055757431256, 3.1162341668885993, 2.7913535149185953, 2.926917389112387]"
3,ramp-up,Least-CPU,166,1,22.094539850918256,22.094539850918256,"[4.890111893929099, 3.9001203491076115, 4.400661553952214, 4.265555411841136, 4.066825927086006, 4.511776693305137, 4.0470582491377725, 4.191552716681449, 5.618560118893916, 4.487890256467553]"
4,ramp-up,Least-CPU,133,3,22.25892428978159,22.25892428978159,"[4.447033123351897, 5.372616519019667, 4.675444349133274, 4.641678723565857, 4.901060797244093, 4.344699712630953, 5.153571075350396, 5.0669638220854285, 4.884622045026456, 4.568056933344422]"
5,ramp-up,Least-CPU,179,10,23.081261057104065,23.081261057104065,"[6.187341123651036, 5.229392047955591, 5.716413871517576, 6.045690843322208, 5.3412741446313925, 6.8822596536711025, 5.227052882540941, 5.116899317335692, 5.526482659875923, 5.833879084861026]"
6,ramp-up,Least-CPU,219,10,23.597878587707704,23.597878587707704,"[6.317447861668416, 7.205320230082338, 6.804916446273873, 6.236886861820089, 6.999767875503531, 6.347939369569386, 7.9482173190733665, 7.782209511880429, 6.980479123193616, 6.27386210393847]"
7,ramp-up,Least-CPU,186,10,23.616930542185266,23.616930542185266,"[7.299629952769848, 6.820642794916877, 7.197557445754191, 8.053811924767977, 6.721636936895833, 7.385016329760131, 6.909341823159521, 6.874903409388105, 7.007913868360248, 7.802315354038553]"
8,ramp-up,Least-CPU,212,10,22.785447869289523,22.785447869289523,"[7.295083397234373, 8.455257176279925, 7.661144611137606, 7.187667989571688, 8.662635551622856, 7.237979623402252, 8.088189259248763, 8.35443774927895, 7.87173148005971, 7.3439092086076165]"
9,ramp-up,Least-CPU,260,10,23.787180498275283,23.787180498275283,"[9.080537810290233, 7.97196438544384, 8.92553308408408, 10.205919395563551, 8.232196863531344, 9.856918523202228, 8.38654945136523, 8.522177717190809, 8.373200731004165, 9.10678831716602]"
10,ramp-up,Least-CPU,280,10,23.788825876279155,23.788825876279155,"[9.543248502483287, 11.718787377545878, 9.42146046875607, 9.414937575149816, 11.001552154946348, 9.423573685336915, 10.249469372256847, 9.967648678122737, 10.684624818595516, 8.907614169537197]"
11,ramp-up,Least-CPU,239,10,23.996184645549658,23.996184645549658,"[9.814629441364199, 10.181871616534172, 10.451405527350985, 11.165989824826198, 9.588869099265708, 10.025873440550502, 9.714599697871265, 9.653081785491558, 9.857563277466202, 11.375698345862238]"
12,ramp-up,Least-CPU,275,10,23.429790703918307,23.429790703918307,"[11.047192311170406, 10.245495456209001, 9.925171453103488, 10.218515107457982, 12.553200212438545, 10.584669369288253, 11.473195354208915, 12.162000452336613, 10.37780821060748, 10.204890690576153]"
13,ramp-up,Least-CPU,309,10,24.94180732482382,24.94180732482382,"[11.21891895034207, 11.2783140135165, 13.642664704990318, 11.900267467297276, 11.108231305239691, 10.829302791987898, 11.174357672149288, 10.901517025971966, 11.497692286355505, 12.866574153239872]"
14,ramp-up,Least-CPU,284,10,24.356040134765344,24.356040134765344,"[11.504479215867342, 10.964627338943664, 11.712031924825263, 10.89079569101774, 12.826062227278019, 13.028011479714792, 12.187989035836186, 12.30366499257919, 11.170673452494675, 11.33152044440055]"
15,ramp-up,Least-CPU,295,10,24.12530272785441,24.12530272785441,"[12.090117473045218, 12.76579875185054, 11.581764252510247, 14.09353863266919, 11.428451585231581, 11.547439253130609, 11.881277776485298, 11.434366264110722, 13.067593747412126, 12.319450063137474]"
16,ramp-up,Least-CPU,314,10,24.873363826914535,24.873363826914535,"[11.795563530437857, 11.782683486000971, 13.08453454901312, 12.148989599529287, 14.37924892419461, 12.717682789602964, 12.831225009440507, 14.13081639519392, 11.980866338733374, 12.206076080620653]"
17,ramp-up,Least-CPU,329,10,24.846032077188685,24.846032077188685,"[14.457087040271785, 14.316334372727852, 12.016375743245046, 13.055798758453523, 12.695977503440098, 12.897550679395536, 12.347982070934792, 12.681373086628241, 13.49394634395071, 12.777256688068487]"
18,ramp-up,Least-CPU,369,10,24.510600782658152,24.510600782658152,"[12.849778196159988, 13.205990676554114, 15.497781148848679, 12.864169625234759, 14.689352577151055, 12.96843615921007, 15.662451101388445, 14.503003944333129, 13.063160605207006, 13.736233554940608]"
19,ramp-up,Least-CPU,405,10,24.561841878860598,24.561841878860598,"[17.03553715806626, 14.858696799073115, 14.408971769369131, 16.503666010932637, 14.434184528576179, 15.587144309017319, 14.305738604648269, 14.129151845919614, 14.696948602619397, 14.600910161530814]"
20,ramp-up,Least-CPU,411,10,25.6186981498163,25.6186981498163,"[15.265017098034138, 14.804027381436626, 16.534846378044037, 15.18992673666932, 16.58885623904369, 14.615768806418854, 16.902241361471294, 18.417565232407874, 14.813263075985336, 15.367728377562951]"
21,ramp-up,Least-CPU,406,10,25.20115058204718,25.20115058204718,"[15.61404027894703, 18.31854916959578, 16.18588128108089, 16.265479088969627, 15.382274385376983, 18.396690536846293, 15.309908325644649, 15.71055643263349, 17.280868636759614, 15.1154494749214]"
22,ramp-up,Least-CPU,451,10,25.10278305352116,25.10278305352116,"[17.187894731739767, 16.522020436971275, 16.400701103879747, 15.747434310768693, 18.059760350587545, 16.308047419252024, 18.933984047242426, 16.426304698196358, 15.963003648271386, 19.023180878570034]"
23,ramp-up,Least-CPU,415,10,25.523449307349225,25.523449307349225,"[16.83861732013618, 16.19232062521454, 16.997677208116063, 19.452279711012054, 16.314960024408016, 17.508006162382557, 16.936004365149245, 16.54826545173567, 18.69385791001668, 16.441684774528174]"
24,ramp-up,Least-CPU,485,10,25.201572848455648,25.201572848455648,"[17.798385296536562, 20.448506517842873, 16.926378560362817, 17.166822505063212, 20.811438951020058, 16.794260658451446, 17.73257621969718, 19.152520605782147, 16.959851776236505, 18.858585180015936]"
25,ramp-up,Least-CPU,480,10,25.936250587744123,25.936250587744123,"[18.42721184879648, 18.291220951130608, 20.667403703720204, 19.527584614439412, 18.050064605915864, 21.9176786891599, 18.37756477040878, 17.888553072438455, 19.467909736953423, 18.091234735681212]"
26,ramp-up,Least-CPU,498,10,26.05346530391383,26.05346530391383,"[18.777624993096715, 20.684306327982274, 18.38605713523694, 18.520503760220603, 21.966053956645418, 18.916597402857473, 19.601905511825667, 22.408558468278237, 19.147198840175665, 21.261403601578472]"
27,ramp-up,Least-CPU,476,10,26.068200043767394,26.068200043767394,"[20.343433195187778, 19.552590009980797, 21.634638104785928, 21.284898877025483, 19.692739385466318, 20.181741605015468, 19.84326300728282, 19.52154252425317, 19.259518005526647, 18.9613658252252]"
28,ramp-up,Least-CPU,510,10,25.227118649975992,25.227118649975992,"[18.861717052405574, 21.26559926193365, 18.653722975224195, 19.62199138194284, 20.669630288266003, 19.081895822080785, 19.905173286041496, 21.853372030324728, 22.58528934389142, 23.654715864322696]"
29,ramp-up,Least-CPU,532,10,26.8478740179922,26.8478740179922,"[22.600482263606835, 20.320255466740626, 24.158644382564326, 22.1749985738056, 20.343016960035133, 21.547560992465176, 20.744741544595115, 20.362024655912116, 19.938947928498536, 20.20339288320075]"
30,ramp-up,Least-CPU,554,10,26.485943779840014,26.485943779840014,"[20.58696494602209, 22.67895687130609, 21.076402150134626, 20.290802286950218, 22.666672506352292, 21.046592120211002, 21.06650447333184, 21.075528305932906, 25.8633658703221, 23.351314598603693]"
31,ramp-up,Least-CPU,559,10,27.534362794869633,27.534362794869633,"[25.545783519594117, 20.915412331532515, 20.88786558385761, 25.594668361923585, 22.11852820762148, 24.589309561690527, 22.83120814213109, 22.13942781210354, 22.378892454472506, 21.171545195827008]"
32,ramp-up,Least-CPU,558,10,25.55431776708613,25.55431776708613,"[22.93369456599181, 24.64335989718252, 26.35969810158157, 21.710005285862024, 23.93752687084384, 22.794055594656275, 22.024521623568287, 23.055903897160185, 21.688722870441733, 24.05013346725692]"
33,ramp-up,Least-CPU,592,10,27.29535963189821,27.29535963189821,"[23.744239967848156, 22.32401733182623, 23.093861347225946, 25.39050541911608, 22.626854205794633, 23.96031929254484, 25.278138339226917, 23.152701434782415, 26.662010829478703, 22.589765716846248]"
34,ramp-up,Least-CPU,614,10,27.124034412312433,27.124034412312433,"[23.398653217295227, 27.668100353797087, 24.758041985900608, 22.6390338490416, 25.388596407681078, 23.676638684799, 23.88866842645082, 23.725979631009807, 23.196784323775923, 27.23434623694331]"
35,ramp-up,Least-CPU,623,10,27.270937759205967,27.270937759205967,"[26.838998644455252, 23.568540508787517, 23.603798900904383, 28.278908304330514, 23.643649871214617, 26.08608638924885, 23.71055158218917, 24.472834786825373, 26.544285017054516, 24.190773482566694]"
36,ramp-up,Least-CPU,667,10,28.08840667720756,28.08840667720756,"[24.851576954425617, 31.111480535181094, 29.6024789170125, 25.136016117257007, 27.96758426849668, 24.714288881601817, 26.563098625198975, 25.394597426497302, 24.66524749015242, 25.430872496407183]"
37,ramp-up,Least-CPU,662,10,25.944758997670874,25.944758997670874,"[28.757683721457376, 26.115185850385913, 25.926267311777966, 26.662263564406608, 26.270568480493363, 29.29803542034733, 26.09171737306513, 27.045423140945037, 32.07262990472628, 25.587203464747766]"
38,ramp-up,Least-CPU,683,10,28.496595052805443,28.496595052805443,"[26.849899460921655, 28.89442086181677, 29.821468112377456, 26.7826134289976, 27.326557307705258, 25.89772138691023, 29.61027448658604, 25.97152496786496, 27.60701573728325, 30.76627454157128]"
39,ramp-up,Least-CPU,705,10,27.850701434546096,27.850701434546096,"[29.35856260659002, 27.938615257720187, 26.53155832407708, 30.524290950378813, 28.41133654250828, 31.391852056222653, 27.45781673901637, 31.08428820932189, 27.289335475623062, 27.177624145247368]"
40,ramp-up,Least-CPU,683,10,27.731141057382917,27.731141057382917,"[27.469479540451168, 28.477734515105574, 32.35852084803432, 27.99546124667461, 28.29903108391676, 26.992937413713307, 28.37704829235033, 27.343812398774674, 30.391136398908458, 30.78062478998631]"
41,ramp-up,Least-CPU,694,10,28.006601859133706,28.006601859133706,"[30.19429559489445, 27.584776142676898, 28.110298702283842, 28.835270103053425, 28.85709091821736, 33.61588971324779, 27.80567884330365, 31.8305653774343, 27.851549455210968, 27.68639954073691]"
42,ramp-up,Least-CPU,721,10,26.784948366858764,26.784948366858764,"[27.633694647524404, 34.36787402837523, 29.6113669967014, 28.581949384621396, 28.1019071710553, 29.15734421588026, 32.2393789285874, 27.886628617575937, 30.355755676875763, 32.38203517679684]"
43,ramp-up,Least-CPU,750,10,28.973910153823784,28.973910153823784,"[33.950844321967054, 29.49244474703358, 29.715338727945575, 30.592845827018554, 32.45053465023025, 30.704942509039725, 28.822729605191547, 33.131538115287746, 29.727214541631213, 28.661015929791528]"
44,ramp-up,Least-CPU,782,10,28.720202888826428,28.720202888826428,"[29.712105103653254, 33.42290982232701, 31.860097886815204, 29.73608271511916, 29.854233579840297, 29.229732440772466, 34.47109007904497, 30.10761965183647, 30.08704955332225, 35.32551118183413]"
45,ramp-up,Least-CPU,748,10,27.599946601633793,27.599946601633793,"[34.629657652206305, 30.78960154382554, 29.97039144377548, 34.111932059842495, 31.429092649670324, 34.77782524819011, 30.709386446211937, 29.182247960835504, 31.66574141983289, 29.69923648965234]"
46,ramp-up,Least-CPU,797,10,28.59318347414463,28.59318347414463,"[30.95805689585735, 32.879243428915814, 34.001632861932485, 30.756527138751963, 30.614778294953197, 30.591943156787647, 33.848580858354495, 38.59505222505626, 30.101756503121408, 34.74286697724126]"
47,ramp-up,Least-CPU,775,10,28.272628533193142,28.272628533193142,"[32.08024949275268, 32.12426001561632, 31.093706253835645, 32.49389039034422, 34.771472969781954, 35.24505987120213, 32.18775574865883, 32.93761092313413, 38.252135714983, 30.204243974148923]"
48,ramp-up,Least-CPU,819,10,28.752384414123963,28.752384414123963,"[36.906154940171746, 34.65955561470168, 37.273939103103466, 32.81261351318098, 32.00149744596796, 31.41605348354953, 33.77644427495696, 32.025426364688286, 32.11546495874627, 39.819414697437324]"
